36647	114426	2009-06-30	High	16	55.44000	0.09	Regular Air	-21.91	3.68	1.32
16545	114426	2010-05-09	Not Specified	1	4.99000	0.04	Regular Air	-3.06	3.68	1.32
4935	114426	2010-05-24	Not Specified	30	106.64000	0.10	Regular Air	-31.95	3.68	1.32
31393	114426	2012-05-11	Critical	31	110.32000	0.09	Regular Air	-32.65	3.68	1.32
27780	114426	2012-10-20	Critical	39	147.71000	0.00	Regular Air	-30.25	3.68	1.32
53572	939925	2010-05-07	Medium	17	184.09000	0.07	Regular Air	4.79	11.09	5.25
1699	939925	2010-12-29	Critical	40	430.88000	0.05	Regular Air	39.00	11.09	5.25
30532	939925	2011-11-26	High	23	262.31000	0.04	Express Air	27.55	11.09	5.25
18466	939925	2012-05-21	Low	25	270.16000	0.09	Regular Air	16.92	11.09	5.25
18849	939925	2012-08-05	High	43	471.87000	0.05	Regular Air	52.27	11.09	5.25
23360	234470	2009-05-11	Low	30	512.97000	0.01	Express Air	261.29	15.67	1.39
5698	234470	2009-05-20	Medium	7	108.26000	0.06	Regular Air	25.51	15.67	1.39
57153	234470	2009-05-26	Critical	45	698.10000	0.01	Regular Air	336.25	15.67	1.39
7430	234470	2010-06-08	Medium	50	751.77000	0.05	Regular Air	353.20	15.67	1.39
57568	234470	2010-06-17	Not Specified	38	592.54000	0.07	Regular Air	282.11	15.67	1.39
4610	234470	2010-06-17	Low	29	447.34000	0.08	Regular Air	203.01	15.67	1.39
24646	234470	2011-04-15	Not Specified	46	662.51000	0.09	Regular Air	293.32	15.67	1.39
9921	234470	2011-05-14	Low	23	356.09000	0.05	Regular Air	155.82	15.67	1.39
26976	234470	2011-05-20	Not Specified	44	729.75000	0.02	Regular Air	375.25	15.67	1.39
29411	234470	2012-04-06	High	33	542.24000	0.02	Regular Air	268.53	15.67	1.39
21796	234470	2012-05-06	Low	41	607.13000	0.10	Regular Air	274.66	15.67	1.39
26310	234470	2012-07-29	Not Specified	5	77.41000	0.05	Regular Air	9.35	15.67	1.39
47522	234470	2012-10-23	High	5	80.56000	0.03	Regular Air	12.50	15.67	1.39
7461	789601	2009-01-12	Low	28	260.79000	0.00	Regular Air	111.40	8.74	1.39
34498	789601	2009-02-15	Low	4	47.12000	0.09	Express Air	10.80	8.74	1.39
13542	789601	2009-03-08	Low	33	310.44000	0.03	Regular Air	-90.21	8.74	8.29
18119	789601	2009-06-24	Low	37	347.84000	0.00	Regular Air	-99.25	8.74	8.29
58725	789601	2010-05-20	Not Specified	39	335.35000	0.05	Regular Air	-134.97	8.74	8.29
2055	789601	2010-09-03	Critical	7	66.41000	0.05	Regular Air	-32.35	8.74	8.29
37829	789601	2010-09-29	Not Specified	28	257.90000	0.00	Regular Air	-84.69	8.74	8.29
12261	789601	2010-10-23	Low	23	217.35000	0.00	Regular Air	-67.19	8.74	8.29
26050	789601	2011-06-16	High	44	365.24000	0.09	Regular Air	-163.13	8.74	8.29
12293	789601	2011-06-18	High	31	283.17000	0.00	Regular Air	119.64	8.74	1.39
52930	789601	2011-11-08	Low	16	136.98000	0.04	Regular Air	44.12	8.74	1.39
31523	789601	2012-03-08	Low	19	179.33000	0.00	Regular Air	-58.76	8.74	8.29
5473	789601	2012-03-24	Not Specified	42	355.69000	0.09	Regular Air	-149.46	8.74	8.29
22373	789601	2012-03-28	High	26	233.03000	0.05	Express Air	-86.34	8.74	8.29
55749	789601	2012-05-03	Critical	42	364.80000	0.01	Regular Air	149.45	8.74	1.39
11011	789601	2012-05-13	High	36	305.62000	0.10	Regular Air	-129.86	8.74	8.29
48423	789601	2012-10-31	High	49	414.11000	0.08	Regular Air	-172.32	8.74	8.29
59776	547380	2009-03-09	Low	35	285.01000	0.01	Express Air	124.82	7.64	1.39
13735	547380	2009-05-21	Medium	36	281.71000	0.02	Regular Air	117.38	7.64	1.39
43974	547380	2009-09-16	Not Specified	8	64.23000	0.03	Regular Air	15.83	7.64	1.39
7744	547380	2009-11-17	Low	1	8.34000	0.09	Regular Air	-3.44	7.64	1.39
22501	547380	2010-05-18	High	2	30.83000	0.04	Express Air	7.27	7.64	1.39
11014	547380	2010-09-07	High	39	286.81000	0.07	Regular Air	110.05	7.64	1.39
47303	547380	2011-12-05	Medium	7	56.90000	0.03	Regular Air	12.64	7.64	1.39
48293	547380	2012-04-09	Critical	47	370.60000	0.03	Regular Air	160.72	7.64	1.39
48199	881139	2009-01-18	Not Specified	47	672.46000	0.10	Regular Air	279.74	15.74	1.39
998	881139	2009-11-25	Not Specified	16	248.26000	0.07	Regular Air	93.80	15.74	1.39
8292	881139	2010-02-01	Not Specified	18	299.87000	0.02	Regular Air	130.04	15.74	1.39
27879	881139	2010-02-26	Medium	44	669.01000	0.08	Regular Air	299.35	15.74	1.39
49767	881139	2010-11-08	Critical	43	634.38000	0.09	Regular Air	272.40	15.74	1.39
26214	881139	2011-11-20	Medium	19	305.68000	0.10	Express Air	128.17	15.74	1.39
772	321823	2010-04-16	High	25	233.05000	0.10	Regular Air	86.93	9.90	1.39
40512	321823	2010-09-17	Medium	41	405.83000	0.06	Regular Air	178.86	9.90	1.39
35841	321823	2011-05-08	Medium	23	230.41000	0.06	Regular Air	94.39	9.90	1.39
59969	321823	2012-01-11	High	42	437.73000	0.01	Regular Air	205.70	9.90	1.39
292	321823	2012-01-12	High	43	412.62000	0.08	Regular Air	175.54	9.90	1.39
51044	321823	2012-01-18	Low	17	155.89000	0.10	Regular Air	50.19	9.90	1.39
30567	245102	2009-01-14	Not Specified	14	2690.84000	0.10	Delivery Truck	-368.02	208.16	68.02
37440	245102	2010-06-23	Not Specified	39	8407.08000	0.04	Delivery Truck	629.40	208.16	68.02
19074	245102	2012-06-25	Critical	17	3816.59000	0.01	Delivery Truck	191.47	208.16	68.02
293	245102	2012-10-01	High	49	10123.02000	0.07	Delivery Truck	457.81	208.16	68.02
21634	245102	2012-10-28	Not Specified	8	1611.73000	0.10	Delivery Truck	-314.61	208.16	68.02
3395	498918	2009-10-29	Not Specified	1	13.16000	0.03	Regular Air	-10.29	7.35	5.96
42243	498918	2012-03-11	Medium	19	145.26000	0.05	Regular Air	-35.75	7.35	5.96
54534	498918	2012-03-19	Not Specified	16	124.71000	0.01	Regular Air	-30.04	7.35	5.96
15872	498918	2012-10-30	Not Specified	23	188.53000	0.00	Regular Air	-27.49	7.35	5.96
40097	805629	2009-01-09	Low	47	117.88000	0.10	Regular Air	-71.00	2.60	2.40
56901	805629	2009-09-11	Critical	36	100.68000	0.00	Regular Air	-45.21	2.60	2.40
23936	805629	2009-12-17	Medium	27	71.39000	0.09	Regular Air	-39.33	2.60	2.40
15397	805629	2010-02-06	Critical	43	121.94000	0.01	Regular Air	-51.30	2.60	2.40
43271	805629	2010-03-03	Medium	2	7.75000	0.03	Regular Air	-5.27	2.60	2.40
39749	805629	2010-06-27	High	43	110.64000	0.06	Regular Air	-62.60	2.60	2.40
29639	805629	2011-04-17	Critical	8	22.37000	0.04	Regular Air	-14.09	2.60	2.40
21799	805629	2011-04-19	Not Specified	42	115.99000	0.05	Express Air	-53.35	2.60	2.40
14951	805629	2011-05-17	Medium	26	65.21000	0.08	Regular Air	-41.60	2.60	2.40
51557	805629	2011-10-31	High	14	37.90000	0.08	Regular Air	-22.01	2.60	2.40
43713	805629	2012-09-07	Medium	12	34.41000	0.05	Regular Air	-17.69	2.60	2.40
33444	805629	2012-10-06	Medium	11	30.51000	0.09	Regular Air	-17.68	2.60	2.40
37185	805629	2012-10-31	High	8	23.19000	0.02	Regular Air	-13.27	2.60	2.40
33220	709485	2009-04-15	Not Specified	40	736.96000	0.10	Regular Air	-34.29	19.98	10.49
54464	709485	2009-09-01	High	11	227.41000	0.06	Regular Air	44.29	19.98	10.49
23362	709485	2010-08-27	Medium	45	852.05000	0.10	Regular Air	-20.60	19.98	10.49
29382	709485	2010-11-17	High	34	684.66000	0.07	Express Air	35.09	19.98	10.49
26503	709485	2011-04-21	Medium	12	262.09000	0.01	Regular Air	58.69	19.98	10.49
6982	709485	2011-11-16	Not Specified	41	844.09000	0.04	Regular Air	52.56	19.98	10.49
25318	709485	2011-11-19	Critical	22	440.92000	0.05	Express Air	-65.18	19.98	10.49
3845	709485	2012-04-25	Critical	22	475.72000	0.02	Regular Air	-10.40	19.98	10.49
45664	709485	2012-06-09	Not Specified	24	473.03000	0.09	Regular Air	26.27	19.98	10.49
30147	709485	2012-06-17	Not Specified	37	740.14000	0.06	Regular Air	29.73	19.98	10.49
30913	709485	2012-09-22	Medium	24	496.62000	0.07	Express Air	49.86	19.98	10.49
8231	709485	2012-10-18	Critical	5	110.03000	0.06	Regular Air	-31.33	19.98	10.49
36706	506813	2009-04-11	Not Specified	7	355.97000	0.03	Regular Air	-4.46	48.04	19.99
15170	518917	2009-03-18	Critical	19	356.46450	0.01	Regular Air	-9.11	20.99	4.81
48035	518917	2009-03-31	Critical	8	155.92400	0.09	Express Air	-63.12	20.99	4.81
17408	518917	2009-05-27	Not Specified	41	728.12700	0.02	Regular Air	49.79	20.99	4.81
37281	518917	2009-08-28	Medium	25	453.24550	0.05	Regular Air	3.31	20.99	4.81
38215	518917	2010-01-02	Critical	42	756.72950	0.07	Regular Air	64.78	20.99	4.81
13447	518917	2010-01-08	High	24	436.48350	0.01	Regular Air	0.85	20.99	4.81
58854	518917	2010-04-24	Critical	10	193.20500	0.00	Regular Air	-52.24	20.99	4.81
2503	518917	2010-06-19	Medium	9	162.15450	0.08	Regular Air	-73.74	20.99	4.81
15808	518917	2010-12-14	Critical	3	58.14000	0.01	Regular Air	-96.25	20.99	4.81
5957	518917	2010-12-26	High	23	391.87550	0.10	Regular Air	-38.02	20.99	4.81
55808	518917	2011-02-14	Not Specified	45	837.38600	0.03	Regular Air	104.33	20.99	4.81
25863	518917	2011-04-22	Not Specified	18	340.68850	0.00	Express Air	-10.85	20.99	4.81
41794	518917	2011-05-27	Critical	49	891.60750	0.06	Regular Air	100.59	20.99	4.81
26176	518917	2011-11-19	High	30	554.42950	0.03	Regular Air	34.01	20.99	4.81
13157	518917	2012-02-11	Medium	2	38.93000	0.07	Regular Air	-102.43	20.99	4.81
21796	518917	2012-05-06	Low	2	40.82550	0.01	Regular Air	-99.98	20.99	4.81
26021	518917	2012-09-14	Critical	17	328.62700	0.00	Regular Air	-7.77	20.99	4.81
24576	518917	2012-12-11	Not Specified	29	531.06300	0.03	Regular Air	24.56	20.99	4.81
20519	229356	2009-04-10	High	7	124.19000	0.03	Regular Air	-53.30	15.99	11.28
38598	229356	2009-08-15	Low	27	451.52000	0.01	Regular Air	-70.52	15.99	11.28
25443	229356	2012-09-22	Medium	33	570.24000	0.01	Regular Air	-57.83	15.99	11.28
36999	497741	2009-12-12	Medium	3	306.62050	0.08	Express Air	-479.08	115.99	5.99
5251	497741	2011-04-11	Medium	38	3821.03900	0.05	Express Air	1057.89	115.99	5.99
10917	497741	2012-02-10	Critical	14	1281.35800	0.09	Express Air	-90.12	115.99	5.99
32292	497741	2012-02-15	Low	49	5008.76100	0.04	Regular Air	1601.64	115.99	5.99
24801	497741	2012-11-15	High	10	1024.16500	0.02	Regular Air	-105.70	115.99	5.99
12228	196617	2009-06-25	Not Specified	30	5015.05100	0.05	Regular Air	1090.43	200.99	4.20
10692	196617	2009-07-26	Low	48	8101.98750	0.05	Regular Air	2369.84	200.99	4.20
20518	196617	2009-10-05	Critical	49	8252.36100	0.07	Regular Air	2418.56	200.99	4.20
43940	196617	2010-02-21	Critical	12	1940.21000	0.09	Regular Air	-215.34	200.99	4.20
5318	196617	2010-04-03	High	29	5010.74150	0.03	Express Air	1196.37	200.99	4.20
45217	196617	2010-09-01	Not Specified	40	6789.92750	0.08	Regular Air	1864.66	200.99	4.20
24960	196617	2011-01-27	High	35	5797.68000	0.04	Regular Air	1366.57	200.99	4.20
39492	196617	2011-04-17	Not Specified	31	5347.98750	0.01	Regular Air	1332.44	200.99	4.20
2978	196617	2011-05-02	Critical	28	4671.14950	0.07	Regular Air	947.31	200.99	4.20
58113	196617	2012-02-01	High	12	2077.18750	0.05	Express Air	-38.07	200.99	4.20
23847	196617	2012-11-09	Not Specified	7	1278.64650	0.01	Regular Air	-396.17	200.99	4.20
32869	250333	2009-03-27	Medium	39	5250.66250	0.10	Regular Air	930.99	175.99	8.99
15971	250333	2009-08-14	High	15	2172.51500	0.06	Regular Air	32.75	175.99	8.99
11680	250333	2009-09-04	Medium	50	7312.03150	0.06	Regular Air	2031.51	175.99	8.99
47108	250333	2009-10-15	Not Specified	9	1288.51500	0.08	Express Air	-382.57	175.99	8.99
10308	250333	2011-04-20	High	40	5554.03600	0.09	Regular Air	1153.84	175.99	8.99
30787	250333	2011-09-27	High	43	6477.45900	0.05	Regular Air	1836.46	175.99	8.99
45506	250333	2011-12-26	Low	3	448.36650	0.03	Regular Air	-748.41	175.99	8.99
28198	250333	2012-02-08	Medium	50	7703.96650	0.00	Regular Air	2446.50	175.99	8.99
46977	250333	2012-05-07	Medium	19	2980.37200	0.02	Regular Air	494.63	175.99	8.99
52673	250333	2012-05-08	Medium	14	2045.06600	0.07	Regular Air	-4.68	175.99	8.99
4389	397917	2009-05-04	Medium	42	2455.27600	0.04	Express Air	693.06	65.99	5.63
38048	397917	2010-01-24	High	42	2252.26200	0.10	Regular Air	478.11	65.99	5.63
2752	397917	2010-11-18	High	10	575.56900	0.04	Regular Air	-86.52	65.99	5.63
35238	397917	2011-04-28	Low	27	1403.02700	0.10	Express Air	153.80	65.99	5.63
20898	397917	2011-10-30	Medium	33	1756.59300	0.09	Regular Air	298.21	65.99	5.63
22688	397917	2012-04-17	Medium	40	2044.27550	0.10	Regular Air	334.53	65.99	5.63
24003	774393	2009-10-31	Critical	50	1318.49000	0.02	Regular Air	4.69	24.98	8.79
29058	774393	2010-01-03	High	41	1011.67000	0.04	Regular Air	-74.64	24.98	8.79
11846	774393	2010-04-20	Low	28	707.44000	0.01	Express Air	-50.27	24.98	8.79
56291	774393	2012-09-17	Not Specified	47	1200.70000	0.06	Regular Air	-37.27	24.98	8.79
57253	477659	2009-01-05	Critical	25	2750.10700	0.04	Regular Air	667.45	125.99	5.26
46375	477659	2010-08-26	Medium	16	1702.49900	0.08	Regular Air	162.11	125.99	5.26
12551	477659	2012-06-11	Low	46	5023.25350	0.01	Regular Air	1665.23	125.99	5.26
36866	754090	2010-03-24	Low	32	6245.76000	0.10	Regular Air	1462.42	210.55	9.99
50404	754090	2011-03-26	High	18	3780.43000	0.05	Regular Air	905.57	210.55	9.99
50563	754090	2011-07-16	High	2	423.04000	0.05	Express Air	-270.70	210.55	9.99
50978	754090	2012-03-31	High	4	816.09000	0.05	Regular Air	-150.29	210.55	9.99
39744	330371	2009-07-06	Medium	9	519.95350	0.00	Regular Air	-107.99	65.99	5.92
6112	330371	2009-08-23	Medium	31	1753.95800	0.06	Regular Air	382.39	65.99	5.92
28675	330371	2009-10-08	Critical	15	822.84250	0.10	Regular Air	4.39	65.99	5.92
51041	330371	2010-07-29	High	47	2766.81800	0.03	Regular Air	846.95	65.99	5.92
54564	330371	2010-12-06	High	27	1553.86800	0.04	Express Air	322.51	65.99	5.92
57891	330371	2010-12-17	Medium	17	934.94050	0.08	Regular Air	47.10	65.99	5.92
56868	330371	2011-12-03	Low	34	1947.42650	0.03	Regular Air	473.27	65.99	5.92
51111	330371	2012-02-09	Not Specified	1	61.09800	0.02	Regular Air	-257.72	65.99	5.92
24067	330371	2012-08-22	High	46	2640.68650	0.03	Express Air	751.38	65.99	5.92
23619	330371	2012-12-21	Medium	48	2611.80350	0.06	Regular Air	644.81	65.99	5.92
51815	1029214	2009-05-26	Low	21	2292.10150	0.02	Regular Air	398.36	125.99	3.00
48067	1029214	2012-06-29	Low	31	3229.66000	0.05	Express Air	695.06	125.99	3.00
2209	1029214	2012-07-09	High	13	1265.49700	0.10	Regular Air	-161.12	125.99	3.00
8801	1029214	2012-08-10	Low	25	2529.39600	0.06	Express Air	371.21	125.99	3.00
41636	217058	2009-08-14	Critical	27	2762.85700	0.03	Regular Air	722.24	115.99	4.23
2852	217058	2010-01-15	Critical	42	3931.31800	0.06	Regular Air	1025.45	115.99	4.23
325	217058	2010-10-16	Low	9	884.12750	0.06	Regular Air	-178.71	115.99	4.23
19556	217058	2010-12-30	Not Specified	35	3238.14300	0.08	Regular Air	727.36	115.99	4.23
28737	217058	2011-10-03	Critical	17	1721.64100	0.04	Regular Air	242.44	115.99	4.23
11491	955858	2010-08-17	Low	26	165.37000	0.06	Regular Air	-80.11	6.60	4.07
28033	955858	2010-09-14	High	18	127.56000	0.01	Regular Air	-57.11	6.60	4.07
12452	955858	2010-12-07	Medium	17	112.86000	0.04	Regular Air	-56.78	6.60	4.07
40901	955858	2012-07-29	Medium	40	273.14000	0.02	Regular Air	-96.90	6.60	4.07
51937	738036	2009-02-27	High	39	11613.13000	0.05	Delivery Truck	2816.21	294.62	42.52
17506	738036	2010-02-28	Low	33	9473.31000	0.03	Delivery Truck	1939.11	294.62	42.52
2048	738036	2010-11-14	Critical	12	3752.61000	0.01	Delivery Truck	637.93	294.62	42.52
5799	738036	2011-08-02	Critical	34	9626.86000	0.08	Delivery Truck	1882.20	294.62	42.52
26567	364705	2009-09-04	Critical	48	6109.81700	0.04	Regular Air	1374.95	155.99	8.08
52641	364705	2010-10-08	Not Specified	6	834.21550	0.02	Regular Air	-449.42	155.99	8.08
38305	364705	2011-04-30	Critical	21	2561.67050	0.08	Regular Air	88.77	155.99	8.08
40901	364705	2012-07-29	Medium	22	3100.11150	0.02	Express Air	567.37	155.99	8.08
19777	364705	2012-10-19	Not Specified	24	3268.75150	0.04	Regular Air	562.91	155.99	8.08
1028	529361	2009-01-05	High	11	2021.14700	0.01	Regular Air	-60.39	205.99	5.99
41316	529361	2009-07-21	Not Specified	4	700.36600	0.00	Regular Air	-787.70	205.99	5.99
70	529361	2010-12-17	Low	46	7804.53000	0.05	Regular Air	2057.17	205.99	5.99
26304	529361	2011-03-19	Medium	43	7452.13700	0.02	Regular Air	2028.36	205.99	5.99
11074	529361	2011-06-09	High	44	7164.74350	0.07	Regular Air	1609.29	205.99	5.99
47106	529361	2011-10-25	Medium	40	6618.45700	0.10	Regular Air	1489.96	205.99	5.99
51237	529361	2012-03-10	Medium	26	4769.06950	0.03	Regular Air	1138.58	205.99	5.99
44196	781795	2009-08-22	Not Specified	12	653.78600	0.09	Regular Air	-83.47	65.99	5.31
19175	781795	2009-08-19	Low	19	1133.44950	0.01	Regular Air	169.16	65.99	5.31
44576	781795	2009-12-25	Not Specified	30	1653.60700	0.02	Regular Air	294.97	65.99	5.31
42695	781795	2010-12-22	Not Specified	12	710.32800	0.02	Regular Air	-10.30	65.99	5.31
49824	781795	2011-03-22	High	33	1900.22600	0.01	Express Air	440.20	65.99	5.31
57376	781795	2011-06-19	Critical	6	326.89300	0.07	Regular Air	-223.21	65.99	5.31
8768	781795	2011-08-18	High	44	2422.44050	0.03	Regular Air	568.18	65.99	5.31
40067	781795	2012-02-17	Low	38	2157.30850	0.00	Regular Air	519.25	65.99	5.31
54339	781795	2012-05-02	Low	41	2209.51550	0.06	Regular Air	458.62	65.99	5.31
41667	781795	2012-06-20	High	18	1062.21950	0.03	Regular Air	132.37	65.99	5.31
14115	490866	2009-08-14	Not Specified	46	3296.06200	0.06	Regular Air	591.91	85.99	10.78
6311	490866	2010-02-10	Medium	18	1297.44850	0.04	Regular Air	4.21	85.99	10.78
33505	490866	2010-09-25	Low	35	2463.24050	0.07	Express Air	310.57	85.99	10.78
9762	450797	2009-01-03	High	12	262.76000	0.05	Regular Air	-146.05	20.98	21.20
38372	450797	2010-05-15	High	46	1053.84000	0.00	Regular Air	-632.16	20.98	21.20
26240	700324	2009-12-19	Critical	39	145.68000	0.04	Regular Air	12.00	3.70	1.61
41569	700324	2010-07-21	Critical	16	60.76000	0.03	Regular Air	5.25	3.70	1.61
15808	700324	2010-12-14	Critical	33	126.88000	0.05	Regular Air	12.63	3.70	1.61
7906	114359	2009-10-17	Medium	37	1003.06000	0.03	Regular Air	271.78	25.98	5.37
53605	114359	2010-08-03	Medium	19	506.49000	0.06	Regular Air	105.69	25.98	5.37
43745	114359	2010-11-01	Low	5	128.59000	0.07	Regular Air	-15.17	25.98	5.37
19911	114359	2011-10-06	High	43	1054.70000	0.07	Regular Air	213.26	25.98	5.37
5989	114359	2011-10-14	Medium	6	155.48000	0.10	Regular Air	-6.64	25.98	5.37
23297	114359	2012-07-02	Critical	20	498.68000	0.06	Regular Air	79.52	25.98	5.37
29761	114359	2012-07-03	Medium	42	1085.40000	0.02	Regular Air	262.32	25.98	5.37
263	89922	2009-05-16	High	25	136.77000	0.09	Regular Air	-136.25	5.40	7.78
17408	89922	2009-05-27	Not Specified	26	149.70000	0.05	Express Air	-132.63	5.40	7.78
26567	89922	2009-09-04	Critical	8	50.70000	0.08	Regular Air	-44.07	5.40	7.78
41412	89922	2009-09-17	Not Specified	47	263.81000	0.03	Regular Air	-237.54	5.40	7.78
36355	89922	2009-12-02	Medium	9	61.43000	0.09	Express Air	-42.98	5.40	7.78
16480	89922	2009-12-06	Not Specified	14	87.23000	0.09	Express Air	-69.53	5.40	7.78
6848	89922	2010-09-13	High	22	116.84000	0.10	Regular Air	-125.44	5.40	7.78
9792	89922	2011-07-23	Low	14	84.09000	0.02	Regular Air	-73.14	5.40	7.78
33604	89922	2011-08-18	High	10	59.62000	0.04	Regular Air	-56.30	5.40	7.78
40806	89922	2011-09-06	Critical	8	53.14000	0.00	Regular Air	-41.26	5.40	7.78
8454	89922	2012-08-15	Medium	38	218.77000	0.03	Regular Air	-188.13	5.40	7.78
50055	89922	2012-10-18	Medium	1	13.45000	0.00	Regular Air	-8.20	5.40	7.78
47108	236065	2009-10-15	Not Specified	19	359.68000	0.07	Regular Air	187.15	18.65	3.77
57857	236065	2010-05-01	High	18	314.96000	0.10	Regular Air	153.48	18.65	3.77
34980	236065	2010-08-02	Not Specified	7	140.77000	0.01	Regular Air	100.77	18.65	3.77
14471	236065	2011-05-26	Not Specified	44	823.63000	0.03	Regular Air	375.02	18.65	3.77
20706	217285	2009-07-12	High	41	5583.27000	0.04	Express Air	1539.59	136.98	24.49
46113	217285	2009-12-02	Not Specified	18	2567.13000	0.02	Express Air	945.54	136.98	24.49
52964	217285	2010-03-31	Critical	44	5735.79000	0.08	Regular Air	828.27	136.98	24.49
51073	217285	2010-05-14	Not Specified	17	2475.08000	0.00	Express Air	958.80	136.98	24.49
51169	217285	2010-12-24	High	2	291.66000	0.08	Regular Air	-192.92	136.98	24.49
23557	217285	2011-05-31	Not Specified	7	1011.16000	0.02	Regular Air	547.96	136.98	24.49
24707	217285	2012-03-10	Medium	14	1961.39000	0.00	Regular Air	761.04	136.98	24.49
1991	217285	2012-09-06	Not Specified	27	3491.06000	0.09	Regular Air	921.70	136.98	24.49
17959	217285	2012-09-09	Medium	21	2784.57000	0.05	Regular Air	847.06	136.98	24.49
51140	217285	2012-09-14	Low	3	394.34000	0.10	Regular Air	352.38	136.98	24.49
52608	899010	2009-01-21	Low	36	147.71000	0.05	Regular Air	40.04	3.98	0.70
53476	899010	2009-06-11	Not Specified	24	93.85000	0.08	Regular Air	19.42	3.98	0.70
28933	899010	2009-07-09	Critical	38	156.20000	0.03	Regular Air	43.00	3.98	0.70
4675	899010	2010-11-24	Not Specified	4	17.89000	0.00	Regular Air	-1.15	3.98	0.70
58372	899010	2011-04-02	Low	48	184.10000	0.04	Regular Air	43.20	3.98	0.70
6179	924094	2009-06-02	Not Specified	15	2690.75150	0.00	Regular Air	234.61	200.99	8.08
53894	924094	2009-07-07	Critical	29	5159.37250	0.02	Express Air	1252.48	200.99	8.08
12066	924094	2011-02-06	Medium	27	4442.04900	0.10	Regular Air	720.95	200.99	8.08
54053	924094	2012-02-14	High	34	5634.35250	0.03	Regular Air	1185.41	200.99	8.08
17543	924094	2012-05-25	Critical	26	4300.62600	0.06	Regular Air	685.21	200.99	8.08
12096	924094	2012-09-19	Medium	46	8009.59250	0.02	Regular Air	2332.40	200.99	8.08
32449	924094	2012-12-09	Critical	44	7195.25850	0.09	Express Air	1698.16	200.99	8.08
21703	344239	2009-03-02	Not Specified	15	2211.73400	0.02	Express Air	80.76	175.99	4.99
2144	344239	2009-03-28	Medium	40	5945.36750	0.08	Regular Air	1585.48	175.99	4.99
53254	344239	2009-08-18	Medium	34	5442.14200	0.00	Regular Air	1640.30	175.99	4.99
1411	344239	2009-12-20	High	47	6717.93250	0.09	Regular Air	1717.89	175.99	4.99
3778	344239	2010-05-25	Critical	34	5133.92350	0.02	Regular Air	1313.95	175.99	4.99
39909	344239	2011-02-24	Low	50	7778.75800	0.00	Regular Air	2547.30	175.99	4.99
10470	344239	2012-05-04	Low	20	2913.14550	0.09	Regular Air	333.72	175.99	4.99
45125	344239	2012-05-28	Critical	32	4834.80000	0.00	Regular Air	1193.11	175.99	4.99
37315	344239	2012-06-05	Low	31	4726.59500	0.05	Express Air	1176.48	175.99	4.99
2146	344239	2012-09-13	Not Specified	41	6111.16850	0.06	Regular Air	1663.08	175.99	4.99
56960	748546	2009-08-06	High	48	2784.82950	0.01	Express Air	788.29	65.99	4.20
14755	748546	2010-01-05	High	44	2322.81200	0.10	Express Air	454.38	65.99	4.20
33154	748546	2010-08-03	Critical	7	368.02450	0.09	Regular Air	-218.81	65.99	4.20
